question,choices,subject,answer
نیش توازن میں،,سپلائی وکر ڈیمانڈ وکر کو کاٹتا ہے۔|کسی بھی فریق کو اپنی حکمت عملی سے ہٹنے کی ترغیب نہیں ہے۔|معمولی آمدنی کا منحنی خطوط لاگت کے منحنی خطوط کو کاٹتا ہے۔|توازن غیر مستحکم ہے اور ہر فریق حکمت عملی کو تبدیل کرنا چاہے گا۔,high_school_microeconomics,1
ایک پروٹون سولینائڈ میں داخل ہوتا ہے۔ داخل ہونے پر، پروٹون سولینائڈ کے محور کے ساتھ سیدھی لائن میں حرکت کر رہا ہے۔ مندرجہ ذیل میں سے کون سا سولینائڈ کے اندر پروٹون کی حرکت کی صحیح وضاحت ہے؟,پروٹون ایک پیرابولک راستے میں جھکا ہوا ہوگا۔|پروٹون ایک سرکلر راستے میں جھکا ہوا ہوگا۔|پروٹون اپنے سیدھے راستے پر مسلسل رفتار سے چلتا رہے گا۔|پروٹون اپنے سیدھے راستے پر چلتا رہے گا اور سست ہو جائے گا۔,high_school_physics,2
فریکوئنسی f کے ساتھ آواز کی لہر ہوا میں رفتار سے سفر کرتی ہے۔,v/4|v|2v|4v,high_school_physics,1
کن حالات میں بند سطح کے ذریعے خالص برقی بہاؤ منسلک چارج کے متناسب ہے؟,کسی بھی شرائط کے تحت|صرف اس وقت جب منسلک چارج کو ہم آہنگی سے تقسیم کیا جاتا ہے۔|صرف اس صورت میں جب تمام قریبی چارجز متوازی طور پر تقسیم کیے جائیں۔|صرف اس صورت میں جب سطح سے باہر کوئی چارجز نہ ہوں۔,high_school_physics,0
ہوا سے شیشے کی کھڑکی کے پین میں داخل ہونے والی یک رنگی روشنی کی شہتیر میں تبدیلی کا تجربہ ہوگا۔,تعدد اور طول موج|رفتار اور طول موج|صرف رفتار|صرف طول موج,high_school_physics,1
ڈیٹا ایک مثالی گیس پر پہلے سے تیار کردہ تجربے میں جمع کیا جاتا ہے۔ تجربے میں، درجہ حرارت (K میں) آزاد متغیر ہے اور حجم (m^3 میں) منحصر متغیر ہے۔ اگر ایک پلاٹ تیار کیا جاتا ہے جہاں منحصر متغیر عمودی محور پر ہوتا ہے، تو درج ذیل میں سے کون سا گراف کی ڈھلوان اور y-انٹرسیپٹ کے بارے میں درست ہے؟,ڈھلوان گیس کے دباؤ کے لیے لکیری طور پر متناسب ہو گی اور مداخلت 0 m^3 ہو گی۔|ڈھلوان گیس کے دباؤ کے الٹا متناسب ہوگی اور مداخلت 0 m^3 ہوگی۔|ڈھلوان گیس کے دباؤ کے لیے لکیری طور پر متناسب ہوگی اور مداخلت 0 m^3 نہیں ہوگی۔|ڈھلوان گیس کے دباؤ کے الٹا متناسب ہوگی اور مداخلت 0 m^3 نہیں ہوگی۔,high_school_physics,1
ایک کھلونا کار اور کھلونا ٹرک میں تصادم۔ اگر کھلونا ٹرک کا ماس کھلونا کار کے وزن سے دوگنا ہے، تو ٹرک کی سرعت کے مقابلے میں، تصادم کے دوران کار کی سرعت ہوگی,دوگنی شدت اور ایک ہی سمت میں|شدت کو دوگنا اور مخالف سمت میں|نصف شدت اور ایک ہی سمت میں|نصف شدت اور مخالف سمت میں,high_school_physics,1
ایک کرہ، ایک مکعب، اور ایک سلنڈر، تمام مساوی بڑے پیمانے پر، ایک مختصر مائل کے اوپر سے آرام سے خارج ہوتے ہیں۔ مائل کی سطح انتہائی چکنی ہوتی ہے، اس قدر کہ جب اشیاء چھوڑی جاتی ہیں تو وہ گھومتی نہیں ہیں، بلکہ نہ ہونے کے برابر رگڑ کے ساتھ پھسل جاتی ہیں۔ جو سب سے پہلے مائل کی بنیاد پر پہنچتا ہے؟,دائرہ|مکعب|سلنڈر|سب ایک ہی وقت میں اڈے پر پہنچ جاتے ہیں۔,high_school_physics,3
ایک کار آرام سے شروع ہوتی ہے اور 15.0 سیکنڈ کے وقت میں 20.0 m/s کی آخری رفتار تک یکساں طور پر تیز ہوجاتی ہے۔ اس دوران کار کتنی دور تک سفر کرتی ہے؟,150 میٹر|300 میٹر|450 میٹر|600 میٹر,high_school_physics,0
افقی کے کس زاویہ پر ایک مثالی پروجیکٹائل لانچ کیا جانا چاہئے تاکہ اس کی افقی نقل مکانی (حد) اس کی زیادہ سے زیادہ عمودی نقل مکانی کے برابر ہو؟,گناہ -1 (1/g)|cos-1 (1/g)|45°|ٹین -1 4,high_school_physics,3
ایک توپ ایک ٹرک پر نصب ہے جو 5 میٹر فی سیکنڈ کی رفتار سے آگے بڑھتا ہے۔ آپریٹر توپ سے ایک گیند کو لانچ کرنا چاہتا ہے تاکہ گیند سطح کی سطح سے ٹکرانے سے پہلے جہاں تک ممکن ہو جائے. توپ کی توتن کی رفتار 50 میٹر فی سیکنڈ ہے۔ آپریٹر کو افقی سے کس زاویے پر توپ کی طرف اشارہ کرنا چاہیے؟,5°|41°|45°|49°,high_school_physics,3
دو چارج شدہ، بڑے پیمانے پر ذرات تمام اثرات سے الگ تھلگ ہیں سوائے ان ذرات کے درمیان کے۔ ان کا چارج اور ماس اتنا ہے کہ ان کے درمیان خالص قوت 0 N ہے۔ مندرجہ ذیل میں سے کون سا درست نہیں ہے؟,ذرات میں چارج کی ایک ہی علامت ہونی چاہیے۔|اگر ذرات کے درمیان فاصلہ بدل جائے تو قوت 0 N نہیں رہے گی۔|ذرات کا حجم ایک جیسا ہونا چاہیے۔|ایسی صورت حال ناممکن ہے کیونکہ دو ذرات کے درمیان خالص قوت 0 نہیں ہو سکتی۔,high_school_physics,0
مندرجہ ذیل بیانات میں سے کون سا ایک مثالی پروجیکٹائل کی حرکت کے بارے میں درست ہے جو 45° کے زاویہ سے افقی پر شروع کیا گیا ہے؟,ایکسلریشن ویکٹر اوپر کے راستے پر رفتار ویکٹر کے مخالف اور اسی سمت میں جس طرح نیچے کے راستے پر رفتار ویکٹر ہوتا ہے۔|رفتار کے اوپری حصے میں رفتار صفر ہے۔|شے کی کل رفتار پوری پرواز کے دوران مستقل رہتی ہے۔|عمودی رفتار اوپر کے راستے میں کم ہوتی ہے اور نیچے کی طرف بڑھ جاتی ہے۔,high_school_physics,3
دو برقی چارج شدہ گیندوں کو تھوڑے فاصلے سے الگ کیا جاتا ہے، ان کے درمیان 50 μN کی قوت پیدا ہوتی ہے۔ ہر گیند کے چارج کو یکساں رکھتے ہوئے، ایک گیند کا ماس نہیں بلکہ دوسری کا دگنا ہو جاتا ہے۔ گیندوں کے درمیان نئی برقی قوت کیا ہے؟,50 μN|100 μN|200 μN|400 μN,high_school_physics,0
ایک چلتی ہوئی 1.5 کلو کی ٹوکری ٹکرا جاتی ہے اور 0.5 کلو کی ٹوکری سے چپک جاتی ہے جو شروع میں آرام میں تھی۔ تصادم کے فوراً بعد، گاڑیوں میں سے ہر ایک کا ایک دوسرے جیسا ______ ہے۔,رفتار|کائنےٹک توانائی|بڑے پیمانے پر|لکیری رفتار,high_school_physics,0
ایک چٹان چٹان سے گرتی ہے اور 30 ​​میٹر فی سیکنڈ کی رفتار سے زمین سے ٹکراتی ہے۔ چٹان کتنی اونچی تھی؟,20 میٹر|30 میٹر|45 میٹر|60 میٹر,high_school_physics,2
رفتار v کے ساتھ چلنے والی کار زاویہ θ کے مائل کے پاؤں تک پہنچتی ہے۔ کار انجن کا استعمال کیے بغیر مائل کو اوپر جاتی ہے۔ رگڑ اور ہوا کی مزاحمت کو نظر انداز کرتے ہوئے، گاڑی کے افقی ایکسلریشن کلہاڑی اور عمودی سرعت کے بارے میں درج ذیل میں سے کون سا درست ہے؟,کلہاڑی = 0؛ ay < جی|کلہاڑی = 0؛ ay = جی|کلہاڑی < جی؛ ay < جی|کلہاڑی < جی؛ ay = جی,high_school_physics,2
مندرجہ ذیل میں سے کون سا متوازی-پلیٹ کیپیسیٹر کی گنجائش میں اضافہ کرے گا؟,چھوٹی پلیٹوں کا استعمال|پلیٹوں کے درمیان ڈائی الیکٹرک مواد کو اس سے بدلنا جس میں چھوٹا ڈائی الیکٹرک مستقل ہوتا ہے۔|پلیٹوں کے درمیان وولٹیج کو کم کرنا|پلیٹوں کو ایک دوسرے کے قریب منتقل کرنا,high_school_physics,3
ایک آدمی بغیر رگڑ والے پلیٹ فارم پر اپنے ہاتھ اپنے اطراف میں رکھے کھڑا ہے جو گھوم رہا ہے۔ مندرجہ ذیل میں سے کون سا مین پلیٹ فارم سسٹم کی کونیی رفتار کو تبدیل کر سکتا ہے؟,آدمی ایک بیس بال پکڑتا ہے جو اسے ایک دوست نے پھینکا تھا۔|آدمی اپنے بازوؤں کو اپنے جسم سے باہر پھینک دیتا ہے۔|آدمی اپنے بازوؤں کو اپنے جسم سے باہر پھینک دیتا ہے، اور پھر تیزی سے اپنے بازوؤں کو دوبارہ اپنی طرف لے آتا ہے۔|آدمی سیدھا ہوا میں چھلانگ لگاتا ہے اور واپس پلیٹ فارم پر اترتا ہے۔,high_school_physics,0
حرکت پذیر پسٹن والے سلنڈر میں پریشر P = 1 × 10^5 Pa، حجم V = 20 سینٹی میٹر^3، اور درجہ حرارت T = 273 K پر گیس ہوتی ہے۔ پسٹن کو ایک سست مستحکم انداز میں نیچے کی طرف منتقل کیا جاتا ہے جس سے گرمی سے بچنے کی اجازت ہوتی ہے۔ گیس اور درجہ حرارت مستقل رہنا۔ اگر گیس کا آخری حجم 5 سینٹی میٹر^3 ہے تو اس کے نتیجے میں دباؤ کیا ہوگا؟,0.25 × 10^5 Pa|2 × 10^5 پا|4 × 10^5 Pa|8 × 10^5 Pa,high_school_physics,2
برقی مقناطیسی تابکاری کی درج ذیل اقسام میں سے کون سی طول موج سب سے لمبی ہے؟,گاما شعاعیں۔|الٹرا وائلٹ|نیلی روشنی|نارنجی روشنی,high_school_physics,3
"الیکٹرک موٹر پر ایک لیبل ہوتا ہے جس پر لکھا ہوتا ہے: ان پٹ: 120V AC, 1.0 Amps, 60 Hz - Efficiency - 75%۔ موٹر کس مستقل رفتار سے 6 کلو وزن اٹھا سکتی ہے؟",0.5 میٹر فی سیکنڈ|1.0 میٹر فی سیکنڈ|1.5 میٹر فی سیکنڈ|2.0 میٹر فی سیکنڈ,high_school_physics,2
ایک میز پر پڑے چھوٹے سکے کو جانچنے کے لیے فوکل لمبائی f = 0.2 m کا محدب لینس استعمال کیا جاتا ہے۔ امتحان کے دوران، لینس کو سکے کے اوپر 0.3 میٹر کی دوری پر رکھا جاتا ہے اور آہستہ آہستہ سکے کے اوپر 0.1 میٹر کے فاصلے پر منتقل کیا جاتا ہے۔ اس عمل کے دوران، سکے کی تصویر کا کیا ہوتا ہے؟,تصویر کے سائز میں مسلسل اضافہ ہوتا ہے۔|تصویر کا سائز مسلسل کم ہوتا جا رہا ہے۔|تصویر پہلے چھوٹی اور پھر سائز میں بڑی ہو جاتی ہے۔|تصویر پلٹ جاتی ہے۔,high_school_physics,3
"خلائی شٹل زمین کی سطح سے 300 کلومیٹر اوپر چکر لگاتی ہے۔ زمین کا رداس 6,400 کلومیٹر ہے۔ خلائی شٹل کی طرف سے تجربہ کردہ کشش ثقل کی سرعت کیا ہے؟",صفر|4.9 m/s^2|9.8 m/s^2|8.9 m/s^2,high_school_physics,3
ایک خلاباز ایک ایسے سیارے پر اترتا ہے جس کی کمیت اور رداس ہر ایک زمین سے دوگنا ہوتا ہے۔ اگر خلاباز کا وزن زمین پر 800 N ہے تو اس کا اس سیارے پر کتنا وزن ہوگا؟,200 این|400 این|800 این|1600 این,high_school_physics,1
دو افراد، ایک 100 کلوگرام اور دوسرا 50 کلوگرام کا، ایک برف سے ڈھکے تالاب پر ایک دوسرے کے آمنے سامنے کھڑے ہیں۔ اگر بھاری شخص ہلکے پر زور F کے ساتھ دھکیلتا ہے، تو,بھاری شخص کی طرف سے محسوس کی جانے والی قوت (-1/2) F ہے۔|شخص کی طرف سے محسوس کی جانے والی قوت -2F ہے۔|ہلکے شخص کی سرعت کی شدت بھاری شخص کی سرعت کی شدت کا نصف ہوگی|ہلکے شخص کی سرعت کی شدت بھاری شخص کی سرعت کی شدت سے دوگنی ہوگی,high_school_physics,3
ایک 30 ایم ایف کیپسیٹر میں ہر پلیٹ پر 6 ملیکولمب چارج ہوتا ہے۔ کیپسیٹر میں ذخیرہ شدہ توانائی تقریباً ہے۔,5.4 × 10–10 J|9.0 × 10–8 جے|0.6 J|12.5 J,high_school_physics,2
بیٹری اور ریزسٹرس کی کون سی ترتیب سب سے زیادہ کرنٹ کے ساتھ ایک سرکٹ بنائے گی؟,ایک ہائی وولٹیج بیٹری جس میں ریزسٹرس سیریز میں ترتیب دی گئی ہیں۔|ایک ہائی وولٹیج بیٹری جس میں ریزسٹرس متوازی ترتیب دیے گئے ہیں۔|ایک کم وولٹیج کی بیٹری جس میں ریزسٹرس سیریز میں ترتیب دی گئی ہیں۔|ایک کم وولٹیج کی بیٹری جس میں ریزسٹرس متوازی ترتیب دیے گئے ہیں۔,high_school_physics,0
ربڑ کی گیند (بڑے پیمانے = 0.08 کلوگرام) کو 3.2 میٹر کی اونچائی سے گرایا جاتا ہے، اور فرش سے اچھلنے کے بعد، تقریباً اپنی اصل اونچائی پر چڑھ جاتا ہے۔ اگر فرش کے ساتھ اثر کا وقت 0.04 s ہے، تو فرش نے گیند پر کتنی اوسط طاقت کا استعمال کیا؟,0.16 این|0.16 این|0.32 این|0.36 این,high_school_physics,2
دو اشیاء، ایک کرہ اور ایک ہی ماس کا ایک بلاک، ایک مائل ہوائی جہاز کے اوپری حصے میں آرام سے رہا ہوتا ہے۔ کرہ مائل ہوائی جہاز کو بغیر پھسلائے نیچے لڑھکتا ہے۔ بلاک بغیر رگڑ کے ہوائی جہاز سے نیچے پھسل جاتا ہے۔ کون سی چیز پہلے ریمپ کے نیچے پہنچتی ہے؟,کرہ، کیونکہ یہ گردشی حرکی توانائی حاصل کرتا ہے، لیکن بلاک ایسا نہیں کرتا|کرہ، کیونکہ یہ اس پر لگنے والے ٹارک کی وجہ سے مکینیکل توانائی حاصل کرتا ہے، لیکن بلاک ایسا نہیں کرتا|بلاک، کیونکہ یہ رگڑ کی وجہ سے مکینیکل توانائی نہیں کھوتا، لیکن کرہ ایسا کرتا ہے۔|بلاک، کیونکہ یہ گردشی حرکی توانائی حاصل نہیں کرتا، لیکن کرہ حاصل کرتا ہے۔,high_school_physics,3
